Áreas de movilidad;Tipo de dato;Periodo;Total
Velilla del Río Carrión y otros municipios;Personas;18/11/2019;4.772
Vendrell, El;Personas;18/11/2019;37.606
Venta de Baños;Personas;18/11/2019;6.360
Venta del Moro y otros municipios;Personas;18/11/2019;4.369
Vera;Personas;18/11/2019;16.452
Verger, el y Poblets, els;Personas;18/11/2019;7.345
Verges y otros municipios;Personas;18/11/2019;5.491
Verín;Personas;18/11/2019;13.723
Viana do Bolo y otros municipios;Personas;18/11/2019;5.682
Viana y Aras;Personas;18/11/2019;4.362
Viator;Personas;18/11/2019;5.885
Vic;Personas;18/11/2019;46.214
Vícar;Personas;18/11/2019;26.028
Victoria de Acentejo, La;Personas;18/11/2019;9.185
Vidreres;Personas;18/11/2019;7.797
Vielha e Mijaran y otros municipios;Personas;18/11/2019;8.290
Vigo (SCD Distrito 4-zona Balaidos);Personas;18/11/2019;17.805
Vigo (SCD Distrito 4-zona Coia);Personas;18/11/2019;32.177
Vigo (SCD Distrito 5-zona Freixeiro-Castrelos);Personas;18/11/2019;15.946
Vigo (SCD Distrito 6-zona Teis);Personas;18/11/2019;27.386
Vigo (SCD Distrito 7-zona Calvario);Personas;18/11/2019;29.072
Vigo (SCD Distrito 7-zona Lavadores);Personas;18/11/2019;28.742
Vigo (SCD Distrito 8-zona Beade Bembrive);Personas;18/11/2019;19.577
Vigo (SCD Distrito 9-zona Oia Coruxo);Personas;18/11/2019;27.209
Vigo (SCD Vigo centro 1);Personas;18/11/2019;21.132
Vigo (SCD Vigo centro 2);Personas;18/11/2019;33.682
Vigo (SCD Vigo centro 3);Personas;18/11/2019;30.424
Vigo (SCD Vigo centro-zona Balaidos);Personas;18/11/2019;12.212
Vila de Cruces;Personas;18/11/2019;5.246
Vilaboa;Personas;18/11/2019;5.874
Viladecans (distrito 01);Personas;18/11/2019;25.110
Viladecans (distrito 02);Personas;18/11/2019;41.501
Viladecavalls y Ullastrell;Personas;18/11/2019;9.605
Vilafant;Personas;18/11/2019;5.394
Vilafranca de Bonany y otros municipios;Personas;18/11/2019;7.108
Vilafranca del Penedès;Personas;18/11/2019;39.746
Vilagarcía de Arousa;Personas;18/11/2019;37.456
Vilajuïga y otros municipios;Personas;18/11/2019;4.927
Vilalba;Personas;18/11/2019;14.072
Vilallonga del Camp y otros municipios;Personas;18/11/2019;5.152
Vilallonga/Villalonga y Ador;Personas;18/11/2019;5.778
Vilamarxant;Personas;18/11/2019;9.717
Vilanova de Arousa;Personas;18/11/2019;10.302
Vilanova del Camí;Personas;18/11/2019;12.458
Vilanova del Vallès y otros municipios;Personas;18/11/2019;8.750
Vilanova i la Geltrú (distrito 01);Personas;18/11/2019;18.236
Vilanova i la Geltrú (distrito 02);Personas;18/11/2019;14.395
Vilanova i la Geltrú (distrito 03);Personas;18/11/2019;7.919
Vilanova i la Geltrú (distrito 04);Personas;18/11/2019;26.536
Vilardevós y otros municipios;Personas;18/11/2019;5.574
Vila-real (distrito 01);Personas;18/11/2019;5.356
Vila-real (distrito 02);Personas;18/11/2019;25.684
Vila-real (distrito 03);Personas;18/11/2019;9.664
Vila-real (distrito 04);Personas;18/11/2019;10.189
Vila-seca;Personas;18/11/2019;22.187
Vilassar de Dalt;Personas;18/11/2019;9.043
Vilassar de Mar;Personas;18/11/2019;20.837
Vilches y Santa Elena;Personas;18/11/2019;5.324
Villa de Mazo y Fuencaliente de la Palma;Personas;18/11/2019;6.565
Villa de Otura y Dílar;Personas;18/11/2019;9.006
Villa del Prado;Personas;18/11/2019;6.520
Villa del Río;Personas;18/11/2019;7.104
Villablino;Personas;18/11/2019;8.620
Villabona;Personas;18/11/2019;5.867
Villabrágima y otros municipios;Personas;18/11/2019;5.260
Villacañas;Personas;18/11/2019;9.548
Villacarrillo;Personas;18/11/2019;10.726
Villacastín y otros municipios;Personas;18/11/2019;5.441
Villaescusa y otros municipios;Personas;18/11/2019;8.955
Villafranca de Córdoba y Carpio, El;Personas;18/11/2019;9.254
Villafranca de los Barros;Personas;18/11/2019;12.835
Villafranca de los Caballeros y otros municipios;Personas;18/11/2019;7.608
Villafranca del Bierzo y otros municipios;Personas;18/11/2019;5.815
Villafranca del Cid/Vilafranca y otros municipios;Personas;18/11/2019;5.847
Villagonzalo Pedernales y otros municipios;Personas;18/11/2019;5.327
Villahermosa y otros municipios;Personas;18/11/2019;5.930
Villajoyosa/Vila Joiosa, la;Personas;18/11/2019;34.673
Villalba del Alcor y Manzanilla;Personas;18/11/2019;5.473
Villalba del Rey y otros municipios;Personas;18/11/2019;3.698
Villalbilla;Personas;18/11/2019;13.878
Villalbilla de Burgos y otros municipios;Personas;18/11/2019;4.550
Villalón de Campos y otros municipios;Personas;18/11/2019;5.143
Villalpando y otros municipios;Personas;18/11/2019;4.853
Villamalea y otros municipios;Personas;18/11/2019;8.411
Villamañán y otros municipios;Personas;18/11/2019;5.122
Villamartín;Personas;18/11/2019;12.150
Villamayor de Gállego y otros municipios;Personas;18/11/2019;5.414
Villamayor de Santiago y otros municipios;Personas;18/11/2019;5.793
Villamayor y otros municipios;Personas;18/11/2019;10.756
Villamediana de Iregua;Personas;18/11/2019;8.070
Villamuriel de Cerrato;Personas;18/11/2019;6.469
Villanubla y otros municipios;Personas;18/11/2019;5.148
Villanueva de Algaidas y Villanueva de Tapia;Personas;18/11/2019;5.652
Villanueva de Castellón;Personas;18/11/2019;7.049
Villanueva de Córdoba y otros municipios;Personas;18/11/2019;11.683
Villanueva de Gállego;Personas;18/11/2019;4.720
Villanueva de la Cañada;Personas;18/11/2019;21.445
Villanueva de la Fuente y otros municipios;Personas;18/11/2019;6.961
Villanueva de la Jara y otros municipios;Personas;18/11/2019;6.106
Villanueva de la Reina y otros municipios;Personas;18/11/2019;6.234
Villanueva de la Serena;Personas;18/11/2019;25.667
Villanueva de la Torre;Personas;18/11/2019;6.573
Villanueva de la Vera y otros municipios;Personas;18/11/2019;5.418
Villanueva de los Castillejos y otros municipios;Personas;18/11/2019;5.194
Villanueva de los Infantes y Alcubillas;Personas;18/11/2019;5.412
Villanueva del Ariscal;Personas;18/11/2019;6.610
Villanueva del Arzobispo e Iznatoraf;Personas;18/11/2019;9.153
Villanueva del Fresno y Zahínos;Personas;18/11/2019;6.200
Villanueva del Pardillo;Personas;18/11/2019;17.180
Villanueva del Río Segura y otros municipios;Personas;18/11/2019;4.284
Villanueva del Río y Minas;Personas;18/11/2019;4.858
Villanueva del Trabuco y Villanueva del Rosario;Personas;18/11/2019;8.655
Villaquilambre;Personas;18/11/2019;18.638
Villar del Arzobispo y otros municipios;Personas;18/11/2019;6.838
Villaralbo y otros municipios;Personas;18/11/2019;5.064
Villarcayo de Merindad de Castilla la Vieja y otros municipios;Personas;18/11/2019;12.054
Villarejo de Órbigo y otros municipios;Personas;18/11/2019;5.667
Villarejo de Salvanés;Personas;18/11/2019;7.335
Villares de la Reina;Personas;18/11/2019;6.351
Villares, Los;Personas;18/11/2019;6.014
Villarramiel y otros municipios;Personas;18/11/2019;5.420
Villarrobledo;Personas;18/11/2019;25.184
Villarrubia de los Ojos;Personas;18/11/2019;9.814
Villarta de San Juan y otros municipios;Personas;18/11/2019;5.295
Villasequilla y otros municipios;Personas;18/11/2019;4.996
Villatorres;Personas;18/11/2019;4.316
Villava/Atarrabia;Personas;18/11/2019;10.204
Villaverde del Río;Personas;18/11/2019;7.818
Villaviciosa;Personas;18/11/2019;14.439
Villaviciosa de Córdoba y otros municipios;Personas;18/11/2019;7.291
Villaviciosa de Odón;Personas;18/11/2019;27.835
Villena;Personas;18/11/2019;33.964
Villoria y otros municipios;Personas;18/11/2019;6.071
Vilobí d'Onyar y Riudellots de la Selva;Personas;18/11/2019;5.367
Vimbodí i Poblet y otros municipios;Personas;18/11/2019;5.810
Vimianzo;Personas;18/11/2019;7.057
Vinaròs;Personas;18/11/2019;28.682
Viso de San Juan, El y Chozas de Canales;Personas;18/11/2019;8.382
Viso del Alcor, El;Personas;18/11/2019;19.266
Vitigudino y otros municipios;Personas;18/11/2019;4.974
Vitoria-Gasteiz (distrito 01);Personas;18/11/2019;38.428
Vitoria-Gasteiz (distrito 02);Personas;18/11/2019;69.318
Vitoria-Gasteiz (distrito 03);Personas;18/11/2019;53.811
Vitoria-Gasteiz (distrito 04);Personas;18/11/2019;32.562
Vitoria-Gasteiz (distrito 05);Personas;18/11/2019;52.665
Vitoria-Gasteiz (distrito 06);Personas;18/11/2019;4.990
Viveiro;Personas;18/11/2019;15.466
Viver y otros municipios;Personas;18/11/2019;5.121
Voto y otros municipios;Personas;18/11/2019;5.807
Xaló y otros municipios;Personas;18/11/2019;5.536
Xàtiva;Personas;18/11/2019;29.231
Xeraco y Xeresa;Personas;18/11/2019;7.823
Xermade y otros municipios;Personas;18/11/2019;5.141
Xerta y otros municipios;Personas;18/11/2019;5.604
Xinzo de Limia;Personas;18/11/2019;9.715
Xirivella;Personas;18/11/2019;29.623
Yaiza;Personas;18/11/2019;16.571
Yátova y otros municipios;Personas;18/11/2019;4.886
Yébenes, Los y Urda;Personas;18/11/2019;8.430
Yebes y Horche;Personas;18/11/2019;6.326
Yecla;Personas;18/11/2019;34.432
Yeles;Personas;18/11/2019;5.329
Yepes;Personas;18/11/2019;5.198
Yeste y otros municipios;Personas;18/11/2019;4.767
Yuncler y otros municipios;Personas;18/11/2019;9.554
Yuncos;Personas;18/11/2019;11.222
Yunquera de Henares y Fontanar;Personas;18/11/2019;6.414
Yunquera y otros municipios;Personas;18/11/2019;7.022
Zafra;Personas;18/11/2019;16.797
Zaidín y otros municipios;Personas;18/11/2019;4.109
Zalamea de la Serena y otros municipios;Personas;18/11/2019;5.694
Zaldibar y otros municipios;Personas;18/11/2019;4.614
Zalla;Personas;18/11/2019;8.447
Zamora (distrito 01);Personas;18/11/2019;18.391
Zamora (distrito 02) y otros municipios;Personas;18/11/2019;21.035
Zamora (distrito 03) y otros municipios;Personas;18/11/2019;9.500
Zamora (distrito 04) y otros municipios;Personas;18/11/2019;7.585
Zamora (distrito 05);Personas;18/11/2019;11.875
Zamudio y otros municipios;Personas;18/11/2019;7.705
Zaragoza (SCD Number 10-A);Personas;18/11/2019;21.433
Zaragoza (SCD Number 10-B);Personas;18/11/2019;26.575
Zaragoza (SCD Number 10-C);Personas;18/11/2019;26.953
Zaragoza (SCD Number 10-D);Personas;18/11/2019;28.580
Zaragoza (SCD Number 10-E);Personas;18/11/2019;29.817
Zaragoza (SCD Number 11);Personas;18/11/2019;25.848
Zaragoza (SCD Number 12) y otros municipios;Personas;18/11/2019;21.225
Zaragoza (SCD Number 1-A);Personas;18/11/2019;24.242
Zaragoza (SCD Number 1-B);Personas;18/11/2019;18.745
Zaragoza (SCD Number 2-A);Personas;18/11/2019;16.032
Zaragoza (SCD Number 2-B);Personas;18/11/2019;15.717
Zaragoza (SCD Number 2-C);Personas;18/11/2019;8.845
Zaragoza (SCD Number 2-D);Personas;18/11/2019;10.216
Zaragoza (SCD Number 3-A);Personas;18/11/2019;16.715
Zaragoza (SCD Number 3-B);Personas;18/11/2019;19.439
Zaragoza (SCD Number 3-C);Personas;18/11/2019;27.252
Zaragoza (SCD Number 3-D);Personas;18/11/2019;20.658
Zaragoza (SCD Number 3-E);Personas;18/11/2019;17.401
Zaragoza (SCD Number 4-A);Personas;18/11/2019;19.773
Zaragoza (SCD Number 4-B);Personas;18/11/2019;18.102
Zaragoza (SCD Number 4-C);Personas;18/11/2019;16.151
Zaragoza (SCD Number 4-D);Personas;18/11/2019;40.476
Zaragoza (SCD Number 5-A);Personas;18/11/2019;15.607
Zaragoza (SCD Number 5-B);Personas;18/11/2019;14.391
Zaragoza (SCD Number 5-C);Personas;18/11/2019;16.905
Zaragoza (SCD Number 5-D);Personas;18/11/2019;15.874
Zaragoza (SCD Number 6-A);Personas;18/11/2019;22.855
Zaragoza (SCD Number 6-B);Personas;18/11/2019;19.202
Zaragoza (SCD Number 7);Personas;18/11/2019;24.184
Zaragoza (SCD Number 8-A);Personas;18/11/2019;15.802
Zaragoza (SCD Number 8-B);Personas;18/11/2019;26.740
Zaragoza (SCD Number 9);Personas;18/11/2019;39.384
Zaratán;Personas;18/11/2019;6.233
Zarautz;Personas;18/11/2019;23.323
Zarza de Granadilla y otros municipios;Personas;18/11/2019;5.034
Zarza, La y otros municipios;Personas;18/11/2019;5.315
Zas;Personas;18/11/2019;4.472
Zegama y otros municipios;Personas;18/11/2019;5.878
Zestoa y Aizarnazabal;Personas;18/11/2019;4.483
Zizur Mayor/Zizur Nagusia;Personas;18/11/2019;14.894
Zizurkil y Aduna;Personas;18/11/2019;3.471
Zubia, La;Personas;18/11/2019;19.155
Zuera;Personas;18/11/2019;8.565
Zuia y Zigoitia;Personas;18/11/2019;4.049
Zújar y otros municipios;Personas;18/11/2019;5.201
Zumaia;Personas;18/11/2019;10.098
Zumarraga;Personas;18/11/2019;9.728
